run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,AIC,delta_AIC
941,1,3,1.50410198707e-09,na,na,-89286.2936384,0.0588733025875,del,3,sel,1028917.07885,r_16|sel_ins_e_1|sel_del_e_2,1500,False,indel_discrete_3class_equal_t,35,-2057764.1577,-565.78090008
824,1,3,0.000741434654755,na,na,0,0.00706973336038,ins,1,neu,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,0.00117246033792,na,na,0,0.0384059948124,del,1,neu,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,8.29863845025e-09,na,na,-38298.0404008,0.0278117379138,ins,1,sel,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,6.09075790752e-10,na,na,-96267.734501,0.134379740403,del,1,sel,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,1e-10,na,na,-44060.5170546,0,ins,2,sel,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,8.27555811602e-05,na,na,-3.73723011014,0,del,2,sel,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,1.90460878098e-05,na,na,21.6963930699,0.0471731274493,ins,3,sel,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
824,1,3,1.81391544584e-07,na,na,-61517.2344357,0.0110486915884,del,3,sel,1029153.92658,sel_ins_theta_2|sel_ins_e_2|sel_del_e_2,1000,True,indel_discrete_3class,37,-2058233.85317,-96.08543224
192,1,3,0.000719776132594,na,na,0,0,ins,1,neu,1028273.46612,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,25,-2056496.93224,-1833.0063565
192,1,3,0.00114200104572,na,na,0,0.0354701323145,del,1,neu,1028273.46612,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,25,-2056496.93224,-1833.0063565
192,1,3,0.000719776132594,447.400864783,1.08744753669,na,0.0612675211493,ins,1,sel,1028273.46612,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,25,-2056496.93224,-1833.0063565
192,1,3,0.00114200104572,329.030853466,1.01544621113,na,0.0513877458491,del,1,sel,1028273.46612,neu_ins_e_1,500,True,indel_continuous_1class_equal_t,25,-2056496.93224,-1833.0063565
468,1,3,0.000735008673365,na,na,0,0,ins,1,neu,1029189.10779,neu_ins_e_1,500,True,indel_continuous_1class,27,-2058324.21559,-5.72301310021
468,1,3,0.00116684328178,na,na,0,0.0353937482745,del,1,neu,1029189.10779,neu_ins_e_1,500,True,indel_continuous_1class,27,-2058324.21559,-5.72301310021
468,1,3,2.68250875033e-05,129.837188912,0.0422050805242,na,0.0178718569151,ins,1,sel,1029189.10779,neu_ins_e_1,500,True,indel_continuous_1class,27,-2058324.21559,-5.72301310021
468,1,3,0.000152389902984,118.753181593,0.453082401868,na,0.0145042127965,del,1,sel,1029189.10779,neu_ins_e_1,500,True,indel_continuous_1class,27,-2058324.21559,-5.72301310021
