4f_indel_3_result
4f_indel_4_result

file	run	imp	exit_code	neu_snp_theta_1	neu_snp_gamma_1	neu_snp_e_1	sel_indel_ins_theta_1	sel_indel_ins_gamma_1	sel_indel_ins_e_1	sel_indel_del_theta_1	sel_indel_del_gamma_1	sel_indel_del_e_1	sel_indel_ins_theta_2	sel_indel_ins_gamma_2	sel_indel_ins_e_2	sel_indel_del_theta_2	sel_indel_del_gamma_2	sel_indel_del_e_2	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	lnL
4f_indel_4_result/186_re.txt	64	28	3	0.0164219989532118	0	0.0715048407989227	1.55965612142708e-05	-0.9859321314084	0.0282543330527248	0.000174355108962336	-51.6711665615695	5.65644919691355e-06	7.81359133474478e-05	-100.954554232665	1.32646677774173e-05	3.79959926219915e-05	-2.85053306086239	0.0275531323856655	0.823983170249362	0.776957889216796	0.758385304751658	0.762027995010066	0.732013503383777	0.768622691105943	0.760435520721086	0.718779292897687	0.741259245926665	0.754422941117932	0.740937400653908	0.736724777053154	0.665306788678818	0.670940242420285	0.265623952145359	516951.803014223
4f_indel_4_result/56_re.txt	81	22	3	0.016690858628441	0	0.0849235665190381	6.39568566766744e-05	-75.1171661259239	2.413823205482e-05	0.000192351089297471	-59.9557650876517	5.6474159577391e-06	1.5017286700928e-05	-0.762375648709178	0.0377184044213531	3.93713093394169e-05	-2.91215356870555	0.0304440401899181	0.822574811225704	0.77437338501598	0.754834357943347	0.755798939815448	0.724479065808924	0.760642604174051	0.749658614642275	0.705661290493688	0.722959260669348	0.732707065330646	0.712140040480631	0.696499134610713	0.607948806375041	0.573519260731368	0.0102466421856822	516951.802989156
4f_indel_4_result/162_re.txt	35	57	3	0.0156901294135178	0	0.0285590967898341	7.69680918357126e-05	-99.2564974451047	4.46770844022559e-07	0.000169975348921204	-49.4554644996308	4.98131431975191e-06	1.53074567191685e-05	-1.11072482379814	0.00543335224224733	3.72517674297423e-05	-2.91076662023181	0.0157341083356838	0.827414216920629	0.782863425691485	0.768720997761957	0.775486000563165	0.750768406588999	0.792525312708687	0.790298029649099	0.759504267318522	0.791714605424818	0.817820715833226	0.827218632731508	0.852760252048617	0.837840779039178	0.9642635537807	1.02837349366649	516951.802707722
4f_indel_4_result/304_re.txt	34	65	3	0.0157159193233558	0	0.0299874628329627	7.20091003734042e-05	-91.6774992012547	2.03188961878098e-09	0.000169391609436504	-49.4438800615503	3.72698601092125e-08	1.52555494609387e-05	-1.09072658145121	0.00632996756906015	3.73836724960604e-05	-2.91979715386023	0.015974434116392	0.826961292818908	0.782544437201807	0.768637335531322	0.774786823096584	0.750071969258484	0.791915359326804	0.789160760261961	0.758212122784058	0.789838149012396	0.815233565379452	0.824669785843549	0.848307410514096	0.832871511280517	0.95526770531238	1.00393919271964	516951.800923074
4f_indel_4_result/146_re.txt	33	55	3	0.0165422978680817	0	0.077309747595232	1.53939039307877e-05	-0.902175317843091	0.0322392065099348	0.000172102386012134	-51.3331172881831	2.39167311097521e-06	7.19583947965321e-05	-89.7184012961782	4.70194135893109e-08	3.83728005472685e-05	-2.86837998546936	0.0289290087460762	0.822796484311386	0.774943244250587	0.756498462940801	0.758720106960741	0.728547757563379	0.764885199402841	0.754875624403045	0.713624798021483	0.733014812874435	0.745197034791816	0.728335361139975	0.719260821517062	0.643066904364815	0.627383713708423	0.155423187623404	516951.797797132
4f_indel_4_result/320_re.txt	67	95	3	0.0163825999173961	0	0.0691171287799863	6.18041526160631e-05	-73.7259071125725	1.0704772943626e-08	3.79084905141707e-05	-2.85610511064161	0.026423061618494	1.50737174881455e-05	-0.868203397493011	0.0276103987657425	0.00017167074195575	-50.620628754048	1.87765866832557e-08	0.823765839003314	0.776820019266952	0.759011909221967	0.761711637786944	0.732274294889676	0.769921614573114	0.76166930600257	0.721668067806319	0.743333227802322	0.758142128075515	0.746037840558495	0.742934356367004	0.675715610104996	0.687618358959689	0.309396310015056	516951.797499992
4f_indel_4_result/199_re.txt	17	46	3	0.0164763741321769	0	0.074195670324267	6.46963336395567e-05	-80.3928512771236	7.44702171706635e-09	0.000173924944530769	-50.8732266167026	3.20965314041244e-06	1.5431377837896e-05	-0.941529163227771	0.0297787973638303	3.75656802612977e-05	-2.80463239117943	0.0285665884665729	0.82355487950681	0.776122374096114	0.757788087495098	0.760618680750675	0.729992876730409	0.767529502675608	0.758840745888108	0.716538158489959	0.737192610837226	0.751049666123149	0.73421056991238	0.729234322934286	0.654430310425616	0.650742977719062	0.214559087181297	516951.795352211
4f_indel_4_result/162_re.txt	76	58	3	0.0156835286231151	0	0.0281584217738794	1.56642779893727e-05	-1.18751892644381	0.00609726229144004	0.000175601054552923	-52.5102931574768	3.03268791268518e-07	9.9531214997708e-05	-136.300322998741	1.17381290700713e-07	3.80806558138584e-05	-2.97652408223138	0.0158606193023686	0.827315970070378	0.782857628706918	0.768863662869169	0.776078438293969	0.751149516043478	0.792779163562766	0.790125162208104	0.760057739189959	0.79273544881249	0.818044016943566	0.827351398909243	0.854990246085332	0.839405451552864	0.96717151383911	1.03491697885142	516951.795312848
4f_indel_4_result/326_re.txt	66	33	3	0.0153884009078529	0	0.00868518901745358	0.000104392204991057	-149.790144933437	2.91416519701659e-06	3.88631197436316e-05	-3.09135797315807	0.011939915683302	1.59910174183073e-05	-1.33396584362135	1.31031276860161e-05	0.000187365897575651	-57.7694536142894	1.50086094791391e-06	0.829626844217042	0.785502909967044	0.772898255545635	0.781273674219525	0.758460120174431	0.803416649789139	0.80390750142042	0.776965467159747	0.81468964871728	0.845518989555583	0.86518855077242	0.904044829045931	0.912059420803604	1.09041649073627	1.35703345492929	516951.794972495
4f_indel_4_result/296_re.txt	63	34	3	0.0153672136776725	0	0.00686243258660868	1.54756969660312e-05	-1.21468692855952	1.25997280631118e-08	3.80654992157948e-05	-3.05821696651622	0.0106333499140452	8.70576692265036e-05	-116.39095919009	2.38304662938837e-06	0.000171193095333139	-50.9496205838493	6.28234830046814e-07	0.829197314348623	0.785810961358962	0.773287750177596	0.782180741467097	0.759502892542629	0.80354806608865	0.804799063248239	0.778788785791927	0.816637932784004	0.847036469314135	0.867716873261948	0.908546073509291	0.918703550512129	1.10144276064586	1.38648718164907	516951.791871694
