4f_indel_3_result
4f_indel_4_result

file	run	imp	exit_code	neu_snp_theta_1	neu_snp_gamma_1	neu_snp_e_1	sel_indel_ins_theta_1	sel_indel_ins_gamma_1	sel_indel_ins_e_1	sel_indel_del_theta_1	sel_indel_del_gamma_1	sel_indel_del_e_1	sel_indel_ins_theta_2	sel_indel_ins_gamma_2	sel_indel_ins_e_2	sel_indel_del_theta_2	sel_indel_del_gamma_2	sel_indel_del_e_2	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	lnL
4f_indel_4_result/35_re.txt	50	38	3	0.0155323351707447	0	0.018231787301956	1.49310553917413e-05	-1.0488062150522	0.00318623498248379	3.90276342873255e-05	-3.08108936194303	0.0120242367011056	6.59301827440932e-05	-80.2179959032286	2.02050670898624e-06	0.000181755696331879	-56.2158096441564	2.12151774335201e-06	0.828246785380122	0.784146824072436	0.770915296964402	0.778177233022096	0.754744916413291	0.798316872824128	0.797074564595639	0.768952855847991	0.803782019351845	0.832340127378101	0.846979983766592	0.879980162690481	0.876564401744907	1.03123415328437	1.20036886979628	516951.841173823
4f_indel_4_result/254_re.txt	67	92	3	0.0154439499254159	0	0.0119643667585837	1.45672669998088e-05	-0.984398115587786	0.0001797420049039	3.89498260688362e-05	-3.08322448311646	0.00986996250572799	5.74325064550243e-05	-66.6390490815236	9.65733625845733e-06	0.000187881832220509	-58.5494005208163	5.15635128299774e-07	0.828486463363212	0.784871644855681	0.771785432934854	0.779887256119355	0.757085559881122	0.800899946091525	0.800621767153818	0.774156975683742	0.811152179188038	0.840483750716864	0.858460325568297	0.895450946109711	0.899585165227462	1.06995361992163	1.30325857983404	516951.820363688
4f_indel_4_result/72_re.txt	98	23	3	0.0166104909141724	0	0.0810467191204335	1.55331944279504e-05	-0.920099555130462	0.0340179056156644	3.82994490727825e-05	-2.84267467636373	0.0302660686967383	7.27033586521242e-05	-91.9224612460293	1.39240453802536e-07	0.000179100958949284	-53.682836780478	7.13071272805843e-06	0.822930083488681	0.775366732547118	0.756041881665665	0.757759185483836	0.72634210937125	0.762899779706652	0.752484657442527	0.71018765243823	0.72792780133286	0.739255875432078	0.720280890115147	0.708663759646186	0.624954261400535	0.601168235068913	0.0849179018430087	516951.815128266
4f_indel_4_result/152_re.txt	64	35	3	0.0152810984230047	0	0.000921723915838502	1.48831765890536e-05	-1.09000857008444	2.14607230325292e-06	3.90695283144272e-05	-3.15999451199799	0.00797541743508385	6.2877724187783e-05	-76.1876396498567	1.46946099883749e-07	0.000180899560070414	-55.9161193548661	4.47233671175606e-06	0.829829882607887	0.786806463224266	0.774739940297158	0.783886254242791	0.762165531234526	0.807267468936224	0.80809667378388	0.783919816143661	0.822994275037553	0.855682373407277	0.878662596826763	0.922651052146399	0.940040845564986	1.13885852729354	1.48152950443244	516951.815112242
4f_indel_4_result/223_re.txt	41	28	3	0.015587594120858	0	0.0221072243943819	9.43537300252267e-05	-129.773976227133	9.37991498125124e-06	0.000180150349545017	-54.295358368505	5.18953665284982e-08	1.5680362660191e-05	-1.21839403666594	0.00337080284564872	3.81537412592671e-05	-2.99331609122769	0.0144457845842946	0.828330121649705	0.783801045095081	0.77031567269379	0.777634357514126	0.753602606756881	0.796054311917156	0.794337463933096	0.766038383157733	0.799895036187593	0.826901193045161	0.839503882834477	0.870406091777949	0.862800375067416	1.00690645072573	1.13593289060604	516951.813550244
4f_indel_4_result/153_re.txt	50	36	3	0.0154189035020603	0	0.0107717323725649	1.55892082082539e-05	-1.23302063541628	7.12004734594607e-05	0.000178369719430769	-54.0180127542458	8.59230506821129e-06	9.65872797757549e-05	-131.566277672219	4.42764955381758e-07	3.83657743123995e-05	-3.05260279282646	0.0116289864008369	0.829441684114014	0.78535944971089	0.772950780356872	0.780471860588853	0.757976169825907	0.802620894605901	0.802217825945004	0.775760904722103	0.812203103030035	0.841890930165269	0.861414456343532	0.89906599104921	0.904292702413862	1.07842019595581	1.32285776499267	516951.81325961
4f_indel_4_result/103_re.txt	56	31	3	0.0166745481054315	0	0.0842927395613271	7.31718343823268e-05	-91.6494777975421	8.35778055710667e-06	3.80596571179639e-05	-2.8144081925463	0.031443785139912	1.54591729017581e-05	-0.885933804975195	0.0359877626020239	0.00017760098496801	-52.7732664825291	3.30143131701099e-06	0.822777853532257	0.774776285938032	0.755177391891002	0.756603742510584	0.725424588378992	0.761137027781367	0.750714535644424	0.706511210315888	0.723197897588986	0.73422380107305	0.713150940388777	0.699114217464923	0.61096001908827	0.576703824888596	0.0227505029572702	516951.811581688
4f_indel_4_result/127_re.txt	41	42	3	0.0163742980745342	0	0.0688162360807813	1.50052375847248e-05	-0.846059077948151	0.0282790384140988	0.000177086352398463	-53.6890875287548	4.94426863895114e-10	6.13164809515681e-05	-72.4784720988665	4.58524346935718e-09	3.87810322315719e-05	-2.9295654601186	0.0257381828630916	0.824111147072752	0.777166046527229	0.758879348247016	0.761964937026835	0.732597111418815	0.770402403452432	0.761942144540809	0.722141008496602	0.743495199325443	0.758829721790369	0.746980647481258	0.744407217145306	0.676445862342853	0.689822110325611	0.315033912402724	516951.810532859
4f_indel_4_result/58_re.txt	57	26	3	0.0156608686067316	0	0.0262740156693698	1.47386959587069e-05	-0.973149250183731	0.00506117053894776	0.000176761202743786	-52.9319854690984	7.93706421005513e-06	5.99282978479522e-05	-70.8063680946885	2.14315539097898e-06	3.79116397247367e-05	-2.96556511266048	0.0139048128904042	0.827109055452559	0.782408533570068	0.769014686812	0.77498854535806	0.751382099960697	0.793359557581237	0.791305416612133	0.761604190016657	0.794265287692477	0.820443804494083	0.831456916700067	0.858753933875158	0.846608078005878	0.979590110030361	1.06575946062783	516951.810291708
4f_indel_4_result/3_re.txt	51	47	3	0.0157593251621642	0	0.032797726526663	1.53008697993192e-05	-1.08563120686989	0.0076621392146836	0.000170592554049789	-49.8758365568096	1.94739321510706e-07	7.66430284528407e-05	-98.4883081096473	6.03509869838703e-07	3.74025920380911e-05	-2.91064242620854	0.0166881437595109	0.826993888202335	0.781780543485396	0.767397249104932	0.773770247763742	0.748962224683432	0.790056814878876	0.787409925864291	0.755800653631452	0.786764036344468	0.811788408127749	0.818785750394471	0.841928845716909	0.821702567717475	0.9363801214688	0.955890498033117	516951.805866452
