4f_indel_5_result

file	run	imp	exit_code	neu_snp_theta_1	neu_snp_gamma_1	neu_snp_e_1	sel_indel_ins_theta_1	sel_indel_ins_gamma_1	sel_indel_ins_e_1	sel_indel_del_theta_1	sel_indel_del_gamma_1	sel_indel_del_e_1	sel_indel_ins_theta_2	sel_indel_ins_gamma_2	sel_indel_ins_e_2	sel_indel_del_theta_2	sel_indel_del_gamma_2	sel_indel_del_e_2	sel_indel_ins_theta_3	sel_indel_ins_gamma_3	sel_indel_ins_e_3	sel_indel_del_theta_3	sel_indel_del_gamma_3	sel_indel_del_e_3	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	lnL
4f_indel_5_result/99_re.txt	2	24	3	0.0166933362385003	0	0.0850810731430929	9.49514052201517e-05	-128.187213605016	2.28652485590874e-05	0.000182606956863012	-61.127490664224	4.52149573110461e-06	1.54210303223327e-05	-2.18676131468293	0.0324296990196198	4.12482764183066e-05	-3.57491150672972	3.30637872212303e-05	1.00572150846838e-06	13.743668766372	9.2467207986846e-05	1.84753920872284e-06	999.999020715038	0.522462443938211	0.822546891219058	0.774439998909312	0.754645182370037	0.755641607180727	0.725058320225171	0.760849534130049	0.750946302096707	0.706601351517269	0.723307795744383	0.733170495152478	0.711912793247849	0.69627419781591	0.604735518574112	0.568286932939424	0.010136895994239	516952.743892209
4f_indel_5_result/60_re.txt	10	55	3	0.0166701090057576	0	0.0841269983995911	1.6205881079618e-05	-3.17880786258273	0.0228324671074767	0.000235330378337948	-86.8671462148064	0.0184646586128962	2.73994615196418e-06	11.5233855825031	0.0377278273609785	1.27143787256914e-06	999.999996445037	0.200638260686986	0.000596252343510372	-1068.94818453935	3.04159757919464e-05	4.43728429955602e-05	-3.872367322192	5.5138375874253e-06	0.823941604130436	0.773359908768964	0.755199376526788	0.755299784193295	0.726224946539333	0.761882188906126	0.751740752919358	0.707946741056287	0.725137463382404	0.734671780707395	0.715312086044665	0.699413802437587	0.610589926412359	0.575364441987936	0.0272686605526706	516952.732353311
4f_indel_5_result/70_re.txt	8	46	3	0.0163276723640152	0	0.0662538155733577	1.81370840136406e-06	12.4492105949589	9.26461592378969e-05	0.000219064274017521	-80.110393519226	0.00617369720914547	1.60919399466164e-05	-2.74759461074675	2.02541383193422e-06	4.37566514300992e-05	-3.85442933824235	3.48658194111939e-05	0.00048896839470827	-852.25481311077	1.65921321261209e-05	1.49166198471707e-06	115.427756154492	0.255407263328063	0.824648678306868	0.776922176854915	0.759422419518415	0.762688355099698	0.734322908436267	0.772346684415059	0.764659567498396	0.72513416826741	0.747219279023551	0.762471894101427	0.752708724396206	0.751182704166962	0.68604240349016	0.70607295273204	0.363934559313187	516952.728819511
4f_indel_5_result/11_re.txt	1	60	3	0.016671714136729	0	0.0845443249770683	0.00116955947612383	-2092.51723436727	5.34334851032936e-06	0.000268773086962478	-105.879614428049	0.0134098158222963	1.67241957139427e-05	-2.8451801138851	0.0301087793740713	4.61902222973549e-05	-3.96735885371342	0.00466442907191696	2.05153115263095e-06	15.0738412054613	0.000129328871841261	1.33702652422263e-06	999.999996577211	0.22281480482357	0.823863158773952	0.774338505508668	0.754476904739787	0.756475977184293	0.726092986220619	0.762050195815863	0.751957743600108	0.706478775868297	0.724113774952082	0.734665580169638	0.713870395084001	0.698630468008129	0.608733701018509	0.571494942389702	0.0194734347050699	516952.705754925
4f_indel_5_result/26_re.txt	1	48	3	0.0166860778077216	0	0.0850279901488925	1.6606403989921e-05	-2.57069349604948	0.0311640658790255	1.71244835386507e-06	999.999998769986	0.518279477904107	1.22225081632284e-06	13.9791628666341	5.23352211891392e-05	4.14549248202915e-05	-3.55193918710167	0.00106348248807188	0.000618420127978152	-1008.61032583217	0	0.000188669209338386	-63.7097867680023	0.000930127686709152	0.823074079439701	0.77448195676248	0.754172454307279	0.756521569003646	0.725872728179315	0.761646673876451	0.751072478308777	0.707147146106078	0.723086326274256	0.733621425811372	0.712054591593651	0.69850958968063	0.606365313289452	0.57027447323974	0.0100122685447392	516952.690633505
4f_indel_5_result/172_re.txt	10	47	3	0.0166470377332619	0	0.0834658998038692	0.000111109242998148	-167.365720282407	3.10327703556545e-06	1.86316207972955e-06	999.999993175974	0.505440182346856	1.52303192891718e-05	-3.21372990619211	0.0316298653057193	0.000174198251715463	-57.9464277990343	3.28843801931322e-06	2.53736456111953e-06	4.26116919092927	1.17347532125223e-06	4.12471039718884e-05	-3.59527866499746	4.67783528245125e-05	0.823150036434698	0.774815325491525	0.757024435637626	0.757366894254786	0.726613055138124	0.76281090355623	0.75224104163429	0.70856069626152	0.725529938034007	0.737186017604158	0.71629488893493	0.702212940121489	0.614228554524595	0.582628514475218	0.0405626987359741	516952.687724043
4f_indel_5_result/197_re.txt	7	65	3	0.0166900173150561	0	0.085008567306544	2.13602389677063e-06	14.9153910512601	3.91438450316017e-05	0.000315355723600074	-131.178830158085	0.0154423530925284	9.58075162013314e-05	-147.53290763238	6.96838348613671e-06	1.02562143904369e-06	999.999942725975	3.64038549704127e-05	1.56610407423596e-05	-2.46331946129514	0.0327813215467844	4.80406416886551e-05	-4.0693216069527	0.0110232886266119	0.82295091801727	0.773729458749972	0.754396923675617	0.755869752603516	0.725361215274243	0.761091117931264	0.751093319866625	0.707022847402834	0.723652225706584	0.733666071060875	0.712920762861954	0.697229515793918	0.607390559710627	0.56964178272347	0.0100143775144938	516952.677451536
4f_indel_5_result/486_re.txt	1	58	3	0.0166891662664343	0	0.0848749347101652	2.47757927967842e-06	12.944252609624	0.00010516296314216	0.000229101153930432	-83.9095757303427	0.0192375910073552	1.52220713920117e-05	-2.83306023776892	0.0333055087884589	4.41525197164505e-05	-3.83686402305995	1.51689169972657e-06	4.93274376440417e-05	-68.7721307562517	1.0043563912987e-07	1.27458048870738e-06	999.999963456699	0.190461252479911	0.822449478668393	0.774231711772501	0.754581020209142	0.755882602861711	0.725220196358324	0.760816411141614	0.750326310129758	0.706509608970745	0.723609269397961	0.733649625193508	0.71222057928805	0.696857574267821	0.607160845021548	0.570983430644636	0.0124666999916366	516952.665541842
4f_indel_5_result/435_re.txt	5	96	3	0.0166695060905941	0	0.0845339581889511	0.000205192613683284	-341.226671962423	3.77260092525367e-05	4.78189511912338e-05	-4.1827905538227	1.77423061212867e-05	1.58086077883348e-05	-2.94117602972524	0.0178989450658193	0.00032475420010226	-135.352091704284	0.018054308517592	2.54433620337437e-06	13.2056008089683	0.0709784203277017	1.43251367258573e-06	999.99999903232	0.22532051129877	0.824167572411198	0.773669328069157	0.755059098373371	0.756784792207457	0.726116818510216	0.762257996319006	0.751873832685702	0.707425296275171	0.724432131362471	0.734621897391493	0.713472632996695	0.69807902803245	0.60916800532485	0.573115287555764	0.020013102195869	516952.665145313
4f_indel_5_result/107_re.txt	5	52	3	0.0166228490571669	0	0.0818878368167433	1.65585106430535e-05	-2.46757361813691	0.0256068693228146	0.000248817923206486	-95.9229041640757	0.00772697037605401	0.000915320824319461	-1620.73897302307	3.66239299536053e-06	1.01656962194182e-06	985.199764514008	0.017188355605281	1.80396071880827e-06	14.7330782425557	0.000103363331305104	4.59570130179603e-05	-3.89959781105832	0.0160960328937746	0.823923382563336	0.774457768490471	0.75499907928912	0.757454291513462	0.727082408815305	0.763487079835418	0.753323512399262	0.709779858712932	0.727681089836033	0.738324951375653	0.718794897485572	0.70708044128298	0.620777491798092	0.592351845815899	0.0700947777954057	516952.663699282
