4f_indel_5_result

file	run	imp	exit_code	neu_snp_theta_1	neu_snp_gamma_1	neu_snp_e_1	sel_indel_ins_theta_1	sel_indel_ins_gamma_1	sel_indel_ins_e_1	sel_indel_del_theta_1	sel_indel_del_gamma_1	sel_indel_del_e_1	sel_indel_ins_theta_2	sel_indel_ins_gamma_2	sel_indel_ins_e_2	sel_indel_del_theta_2	sel_indel_del_gamma_2	sel_indel_del_e_2	sel_indel_ins_theta_3	sel_indel_ins_gamma_3	sel_indel_ins_e_3	sel_indel_del_theta_3	sel_indel_del_gamma_3	sel_indel_del_e_3	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	lnL
4f_indel_5_result/136_re.txt	7	30	3	0.0166761401046875	0	0.0842008389760946	1.784306571244e-06	14.2750352766401	3.68889106528969e-05	0.000322339754826335	-133.728960558142	0.00865163212960746	0.0327472429181593	-60111.6368335895	1.69966118319564e-05	1.73530670105506e-06	999.999809882888	0.371613236730287	1.71814903341517e-05	-2.98599959752737	0.0287037240603503	4.70495546788516e-05	-4.05109386955375	2.52668570211756e-05	0.823003301446973	0.773612470351218	0.754410633886432	0.756215012292483	0.725455396223311	0.76165422449455	0.751228954341577	0.706905013534125	0.72388451410242	0.734868650231141	0.713578883364328	0.698112131392814	0.611908930411929	0.576342345279873	0.0250628857479654	516952.647375984
4f_indel_5_result/507_re.txt	6	55	3	0.0166865933978406	0	0.0850054627765557	6.47239222249863e-06	0.805156873117061	2.91554671876248e-07	4.32074174483577e-05	-3.8392177582406	2.70198652359888e-06	1.29718642138682e-05	-5.1777052491746	0.0387676151678618	0.000197226907409903	-70.6291739584683	1.65967185063343e-06	0.000186914617947974	-322.340084729993	0.00496923932529008	2.21502276030101e-06	999.999999999829	0.453662851519244	0.822753828907338	0.774311267797204	0.754700641757316	0.756507751949151	0.725354371992211	0.761491488071475	0.751083446568222	0.706560514098014	0.722821282831418	0.733447509390225	0.712086767667601	0.697524040109238	0.607056218200139	0.57063638686989	0.0100232294089483	516952.632536115
4f_indel_5_result/454_re.txt	2	37	3	0.0164820057299628	0	0.074723290775557	0.00234587144497804	-4087.57914598145	3.96401068910657e-05	4.70469068973651e-05	-4.14521761301033	8.52521924705751e-07	1.01596707411683e-06	16.1085325095523	9.17633235121285e-06	2.10476143829231e-06	620.548886807771	0.400035524120459	1.67495754073406e-05	-2.53520832652123	0.00984988876619036	0.00029614838542555	-122.98547464196	6.6241386479593e-07	0.824396513259406	0.775795007223373	0.757083950588993	0.759918954328556	0.730254895437756	0.767817295329144	0.758758211263547	0.717355628631145	0.735957011824505	0.750702160053457	0.734997474567763	0.727634130587882	0.651559604508842	0.645152834148975	0.206210053654471	516952.603117823
4f_indel_5_result/96_re.txt	9	45	3	0.0166916412552739	0	0.0849622451799281	3.30025631642301e-06	3.40357765577325	6.8667010370147e-05	2.03755231778708e-06	999.999974156429	0.481895729738732	0.0233355939653662	-44261.0752211109	0.00139544816369028	0.000174797899836457	-57.1711144032429	1.5190109181451e-05	1.65985419080277e-05	-4.12476974732779	0.0312981195375462	4.06292497336731e-05	-3.59222350476117	3.44092881020108e-06	0.822402619095693	0.774398665232773	0.753773130203329	0.755856981268329	0.724789058551297	0.761653349123333	0.750910532763851	0.706680194494713	0.722309590981612	0.734474422221503	0.71197962688418	0.697684036823339	0.605594452264019	0.569750062751995	0.0109360021108164	516952.601045675
4f_indel_5_result/81_re.txt	10	42	3	0.0166577198498576	0	0.0834835431132357	1.7187605498027e-05	-2.26909921802366	0.0276147501911532	0.000199668609012228	-69.0326711259926	6.83235041321062e-08	0.0184241799317356	-33495.7879047685	2.56877227180619e-05	9.02008218523046e-07	997.729919155924	0.0911637351139592	1.25405687351319e-06	16.33920068125	0.000875851156571907	4.29072452924489e-05	-3.57776193887905	0.0243342862782677	0.823156211560897	0.774474157016625	0.75487813021395	0.75680354446536	0.726154095566388	0.762117509652827	0.751947031886981	0.708141557784535	0.724930237396967	0.735667488420169	0.715283789689837	0.701026721108694	0.61363711063819	0.580563044049574	0.0390607536114232	516952.594867175
4f_indel_5_result/13_re.txt	9	45	3	0.016664095867399	0	0.0846567018333679	0.00529699114762546	-10598.2981376392	1.0001440772669e-05	4.74924669288702e-05	-4.10060669879361	0.000576132625115597	1.68477082869916e-05	-3.38200424075166	0.0168229365692481	9.82639286728275e-07	999.999991938643	0.000143824086630133	3.07331035455106e-06	15.3238055960898	0.0659814450861511	0.000330200988635022	-135.290971742826	0.0262817638613807	0.824670073256105	0.774706562099228	0.755325772646238	0.756200403762279	0.726455741289823	0.762361778628379	0.753563101805754	0.707826974708579	0.724635520974973	0.734674590841324	0.713618648035694	0.697619397169964	0.607674405025537	0.569841731491325	0.0180817089624771	516952.591837446
4f_indel_5_result/451_re.txt	5	62	3	0.0166824237083955	0	0.0845548239497165	1.63953991820703e-06	12.8209785971524	3.23132725313702e-06	0.00017691627622937	-57.1017283795863	4.17579575780369e-06	1.8071514468211e-05	-2.91730720463393	0.0285345473990501	4.07997826863994e-05	-3.43418572460905	0.0188773608268053	0.000510400036349979	-1026.33899148564	3.87568211479561e-08	1.11772607965074e-06	999.999995967519	0.280481856967146	0.822427204179497	0.774156666141344	0.754885990738881	0.756475502038912	0.725478919180223	0.761185169559415	0.750911165232844	0.706936195414941	0.723300039861833	0.734325192338523	0.712466206731462	0.697761667137892	0.608096065983956	0.573134171617066	0.0184274550461013	516952.584082966
4f_indel_5_result/480_re.txt	1	28	3	0.0163975695227348	0	0.0697139064101823	6.7666244749535e-05	-90.6259450753466	9.38525740117324e-07	1.00567773545609e-06	100.12723947197	0.000852238321685239	1.50988172150492e-05	-1.61842742081462	0.00909749074508916	0.000286357979378145	-114.802299514376	4.75279311998644e-06	9.55114960339962e-07	17.2911719534372	0.000141986035985571	4.66980094152046e-05	-3.93945084313762	0.0189227755435682	0.824159602510665	0.776421242186628	0.758037045299563	0.7610568116092	0.732377676841234	0.769732524090812	0.761919311238674	0.721268316594125	0.742542130373633	0.757464364224911	0.744920422484428	0.740853900742692	0.6725719334133	0.681609138707246	0.299478010168596	516952.556502695
4f_indel_5_result/25_re.txt	3	53	3	0.0163593158060815	0	0.0679539987089708	1.70572050681707e-05	-2.47718386596953	0.0101578929956893	0.000191491821158899	-63.9020656562705	3.31890777085286e-06	1.49337648910747e-06	13.7209980540753	1.95884919888867e-06	4.15442555586223e-05	-3.47260455023522	0.0192211394217597	0.0136408365643528	-25455.6402442822	6.66122096162125e-06	7.52775118907734e-07	92.3130551869768	3.83691327867641e-07	0.824339309901809	0.776955558714675	0.759063040366575	0.762185555953424	0.733024788698875	0.771270280329196	0.763370805761384	0.723077689925433	0.744809472265484	0.760338942227816	0.748595596467636	0.746741714294675	0.678671971193688	0.694083315465653	0.332886690014918	516952.544454943
4f_indel_5_result/475_re.txt	9	56	3	0.0166479217129559	0	0.0827595469169664	0.00466573749741072	-8754.07087287402	1.1882396100884e-05	0.00017333239376046	-55.6672244657411	1.47950921134088e-05	4.68419934368507e-06	1.88384940109741	4.42190920070251e-06	3.98825476715031e-05	-3.45096594085597	5.62848273154115e-06	1.50307533602341e-05	-4.53509120872546	0.0329347368296549	1.84833699830369e-06	999.999121756872	0.513740964156811	0.822570374120426	0.774722417346138	0.754721841491009	0.756868507146089	0.726083030718866	0.762937848712778	0.752165212516566	0.708409214078295	0.723081127809612	0.73722855127165	0.716771857838717	0.703897144106375	0.615953456354801	0.587109906325311	0.0525530599256654	516952.542617728
